CODIGO;URL;HTTP;FICHA_JERARQUIA_TXT;FICHA_JERARQUIA_NUM;FICHA_ALTITUD_M;FICHA_TOPONIMIA;INGRESO_TIPO;INGRESO_OBS;TARIFA_SOLES;EPOCA_PROPICIA;EPOCA_ESPECIFICACION;HORA_VISITA;N_ACTIVIDADES;ACTIVIDADES;N_TRAMOS;ACCESO_KM;ACCESO_MIN;ACCESO_MEDIOS;ACCESO_VIAS;VISITANTES_NAC;VISITANTES_EXT;VISITANTES_LOC;VISITANTES_ANIO;N_SERV_ALOJAMIENTO;N_SERV_ALIMENTACION;TABLAS_RECONOCIDAS
114;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=114;200;3;3;41;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"Adultos: s/ 10.00 
Universitarios: s/ 5.00
Niños, escolares: s/ 1.00 
Jubilados: s/ 5.00";10.0;Todo el Año;--;"09:00 a.m.
                                -
                                04:00 p.m. Todos los días incluyendo domi";5;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Realización de eventos | Naturaleza>Observación de paisaje;5;40.0;55;Automóvil particular | Bus público | Combi | Taxi;Asfaltado;91925;11603;;2022;2;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
115;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=115;200;3;3;;El nombre de Huanchaco viene de Guaukocha (hermosa laguna con peces dorados).;Libre;;;Esporádicamente - Algunos meses;--;"06:30 a.m.
                                -
                                08:00 p.m. Noviembre - Marzo";6;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Deportes acuáticos>Tabla hawaiana (Surfing) o bodyboard | Deportes acuáticos>Natación | Deportes acuáticos>Pesca deportiva | Paseos>Paseos en caballito de totora;2;0.0;70;Automóvil particular | Bus público;Asfaltado;1350;3960;2350;2024;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
118;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=118;200;POR JERARQUIZAR;;34;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                11:00 p.m. --";7;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Naturaleza>Observación de paisaje | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;2;15.1;49;Automóvil particular;Asfaltado;180;43;111;2026;2;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
120;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=120;200;POR JERARQUIZAR;;90;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"Adulto s/5.00
Universitario s/1.00";5.0;Todo el Año;--;"09:00 a.m.
                                -
                                05:00 p.m. De martes a sábado";3;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Realización de eventos;2;1.4;15;A pie | Automóvil particular;Asfaltado;6385;1816;;2025;2;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
122;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=122;200;POR JERARQUIZAR;;29;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc) | Otros (especificar);Presentar DNI físico o foto del documento. Adultos S/ 10.00, Adultos  60 S/. 5.00, Universitarios (No cuentan institutos) S/. 5.00 , Escolares S/ 1.00, y Discapacitados S/. 5.00 | Ingreso libre el primer domingo de cada mes (Previa presentación de Documento de Identidad);10.0;Todo el Año;--;"09:00 a.m.
                                -
                                04:00 p.m. martes a domingo";10;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Realización de eventos | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.) | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;2;9.8;38;Automóvil particular | Bus público;Asfaltado;56770;5186;;2025;4;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
125;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=125;200;1;1;20;Pakatnamú es una voz compuesta del muchik, cuyo significado es padre común.;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                05:00 p.m. Lunes-Domingo";5;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);2;156.8;185;Automóvil particular | Bus público;Asfaltado | Trocha carrozable;540;;630;2023;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
126;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=126;200;1;1;;;Libre;Llevar zapatillas de caminata, gorra o sombrero, bloqueador. En caso de ingresar con mascotas, tienen que llevar correa y bolsas para el recojo de sus heces.;;Todo el Año;--;"06:00 a.m.
                                -
                                06:00 p.m. Al ser un campo termal, tener ";4;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;3;182.9;272;A pie | Mini bus público;Afirmado | Asfaltado;270;180;11430;2023;1;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
127;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=127;200;2;2;3200;Según su toponimia Sausacocha quiere decir: Sawsi = Sauce / Cocha = Laguna / Laguna de sauces o laguna rodeada de sauces.;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"*EL INGRESO AL MUELLE TIENE UNA TARIFA DE S/2.00 POR PERSONA 
*LOS PASEOS EN BOTE O PEDALONES TIENEN UN COSTO DE S/5.00 POR PERSONA";5.0;Todo el Año;--;"08:00 a.m.
                                -
                                06:00 p.m. --";13;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Actividades Culturales | Paseos>Paseos en lancha o canoa | Deportes acuáticos>Natación | Deportes acuáticos>Pesca deportiva | Deportes acuáticos>Remo | Deportes acuáticos>Motonaútica | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Cultura y Folclore>Ferias | Paseos>Paseos en pedalones;1;10.0;10;Automóvil particular;Asfaltado;720;;12240;2024;4;3;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
128;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=128;200;2;2;3595;"Del quechua marka, que significa “pueblo”; waman, “halcón”; y chuku, “gorro”. Es decir, “pueblo de los halcones con gorro”.";Libre;;;Todo el Año;--;"09:00 a.m.
                                -
                                04:00 p.m. Horario recomendado.";3;Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Deportes / Aventura>Caminata/Trekking;1;9.0;45;Automóvil particular;Asfaltado;5405;155;9263;2024;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
130;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=130;200;No aplica;;85;;;;;;;;3;Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Actividades Sociales | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas;;;;;;;;;;;;actividades|cabecera
132;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=132;200;2;2;205;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                08:00 p.m. DE LUNES A DOMINGO
TURNO MAÑAN";7;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Otros(Especificar) | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Deportes / Aventura>Caminata/Trekking;2;131.42;125;Bus público | Mototaxi;Asfaltado;5330;440;9080;2023;3;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
134;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=134;200;1;1;46;;Libre;;;Todo el Año;--;"07:00 a.m.
                                -
                                01:00 p.m. Preferentemente durante las ma";3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;2;96.01;2;A pie | Bus público;Asfaltado;270;;720;2023;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
135;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=135;200;No aplica;;43;;;;;;;;3;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Ferias;;;;;;;;;;;;actividades|cabecera
136;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=136;200;2;2;;“Agua de sal”, según Cabos Yépez, es Poémape, una palabra muchik;Libre;;;Esporádicamente - Algunos meses;--;"07:00 a.m.
                                -
                                05:00 p.m. --";6;Otros>Toma de fotografías y filmaciones | Otros>Realización de eventos | Deportes acuáticos>Tabla hawaiana (Surfing) o bodyboard | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves;1;12.0;10;Automóvil particular;Asfaltado;1260;;1080;2025;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
140;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=140;200;2;2;75;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Costo de ingreso: S/.2.00 y con guía S/25.00;25.0;Todo el Año;--;"07:00 a.m.
                                -
                                06:00 p.m. --";9;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping | Deportes / Aventura>Sandboard (Esquí sobre arena);6;19.9;41;Automóvil particular;Asfaltado | Trocha carrozable;990;;720;2023;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
141;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=141;200;3;3;1430;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Adulto S/ 3.00 -Niño S/ 1.00 - Extranjero S/. 10.00;10.0;Todo el Año;--;"08:00 a.m.
                                -
                                04:00 p.m. Equiparse de agua, gorro, zapa";8;Otros>Toma de fotografías y filmaciones | Paseos>Excursiones | Naturaleza>Observación de fauna | Naturaleza>Observación de flora | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Deportes / Aventura>Camping;4;20.0;55;A pie | Automóvil particular | Otros (especificar);Afirmado | Asfaltado;9552;339;;2019;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
143;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=143;200;2;2;960;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);Adultos S/ 6.00 - Niños de 5 a 11 años S/ 3.00 - Menores de 5 año no pagan ingreso.;6.0;Todo el Año;--;"05:00 a.m.
                                -
                                08:00 p.m. Es obligatorio el uso de ropa ";7;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Paseos>Excursiones | Otros>Realización de eventos | Deportes acuáticos>Natación | Naturaleza>Observación de paisaje | Otros>Compra de productos regionales;1;5.1;15;Automóvil particular;Asfaltado;112665;1974;366021;2024;4;7;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
145;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=145;200;No aplica;;88;;;;;;;;2;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
146;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=146;200;No aplica;;94;;;;;;;;3;Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);;;;;;;;;;;;actividades|cabecera
147;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=147;200;2;2;104;;Libre;;;Todo el Año;--;"07:30 a.m.
                                -
                                09:00 p.m. De lunes a domingo";6;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Realización de eventos | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Apreciación de muestras o actividades artísticas(danza, teatro,canto, pintura, escultura, etc.);2;0.08;2;A pie | Mototaxi;Asfaltado;650;207;1354;2023;5;4;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
148;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=148;200;1;1;93;;Semi-restringido(previo permiso);El ingreso es con previo permiso en el área de recepción al número de celular 965834759 con el administrador Oscar Fang.;;Todo el Año;--;"08:00 a.m.
                                -
                                07:00 p.m. --";2;Otros>Toma de fotografías y filmaciones | Otros>Otros(Especificar);1;0.4;5;A pie;Asfaltado;756;2049;;2023;2;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
149;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=149;200;2;2;96;;Libre;;;Todo el Año;--;"08:00 a.m.
                                -
                                05:00 p.m. El ingreso es por la primera c";1;Otros>Compras de artesanía/souvenir;3;0.9;9;A pie | Automóvil particular | Mototaxi;;1440;360;6660;2024;5;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
150;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=150;200;1;1;124;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"Niños: s/3.00 
Adultos: s/5.00 
Extranjeros: s/10.00";10.0;Todo el Año;--;"08:30 a.m.
                                -
                                05:00 p.m. Lunes - Domingo";4;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Naturaleza>Observación de paisaje | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad;3;11.56;34;A pie | Bote | Mototaxi;Asfaltado | Sendero;650;207;1354;2023;5;5;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
151;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=151;200;2;2;96;;Previa presentación de boleto o ticket(especificar tarifa:niños, adultos, estudiantes, etc);"Niños de 4 a 11 años: s/5.00
Personas de 12 a 64 años: s/10.00
Extranjeros: s/15.00";15.0;Todo el Año;--;"08:30 a.m.
                                -
                                05:00 p.m. De lunes a domingo";10;Otros>Toma de fotografías y filmaciones | Otros>Estudios e Investigación | Otros>Realización de eventos | Otros>Otros(Especificar) | Naturaleza>Observación de fauna | Naturaleza>Observación de paisaje | Naturaleza>Observación de aves | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Deportes / Aventura>Eco-caminata sobre las copas de los árboles;4;56.0;81;A pie | Automóvil particular | Bus público | Mototaxi;Asfaltado;39784;2383;18876;2023;4;8;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
152;https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=152;200;POR JERARQUIZAR;;105;;Libre;Lunes - Domingo;;Todo el Año;--;"06:00 a.m.
                                -
                                05:00 p.m. --";13;Otros>Compras de artesanía/souvenir | Otros>Toma de fotografías y filmaciones | Cultura y Folclore>Actividades Religiosas o Patronales | Otros>Estudios e Investigación | Paseos>Paseos en lancha o canoa | Deportes acuáticos>Pesca deportiva | Naturaleza>Observación de paisaje | Cultura y Folclore>Rituales místicos o tradicionales | Deportes / Aventura>Caminata/Trekking | Cultura y Folclore>Degustación y preparación de platos, productos o bebidas típicas | Paseos>Paseos en bote | Cultura y Folclore>Visita y participación en actividades de vida cotidiana de la comunidad | Cultura y Folclore>Participación y/u observación del proceso de elaboración de productos locales;2;9.6;30;Mototaxi;Asfaltado;1620;810;3150;2025;3;6;accesos|actividades|cabecera|epoca|ingreso|servicios|visitantes
